VTX, IDX, POSITION.x, POSITION.y, POSITION.z, POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD0.z, TEXCOORD0.w, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD1.z, TEXCOORD1.w, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD2.z, TEXCOORD2.w, TEXCOORD3.x, TEXCOORD3.y, TEXCOORD3.z, TEXCOORD3.w, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w
2146, 422,  0.32153,  0.21472, -0.38647,  1.00, -0.59055, -0.3937,  0.70079,  0.00,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608
2147, 345,  0.37793,  0.25244, -0.30371,  1.00, -0.69291, -0.46457,  0.55118,  0.00,  0.04706,  0.21176,  0.03922,  0.20392,  0.04706,  0.21176,  0.03922,  0.20392,  0.04706,  0.21176,  0.03922,  0.20392,  0.04706,  0.21176,  0.03922,  0.20392,  0.04706,  0.21176,  0.03922,  0.20392,  0.04706,  0.21176,  0.03922,  0.20392
2148, 344,  0.32153,  0.32153, -0.30371,  1.00, -0.59055, -0.59055,  0.55118,  0.00,  0.1451,  0.20784,  0.1451,  0.20784,  0.1451,  0.20784,  0.1451,  0.20784,  0.1451,  0.20784,  0.1451,  0.20784,  0.1451,  0.20784,  0.1451,  0.20784,  0.1451,  0.20784,  0.1451,  0.20784,  0.1451,  0.20784,  0.1451,  0.20784
2149, 423,  0.27344,  0.27344, -0.38647,  1.00, -0.50394, -0.50394,  0.70079,  0.00,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392
2150, 422,  0.32153,  0.21472, -0.38647,  1.00, -0.59055, -0.3937,  0.70079,  0.00,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608
2151, 343,  0.25244,  0.37793, -0.30371,  1.00, -0.46457, -0.69291,  0.55118,  0.00,  0.03922,  0.20392,  0.04706,  0.21176,  0.03922,  0.20392,  0.04706,  0.21176,  0.03922,  0.20392,  0.04706,  0.21176,  0.03922,  0.20392,  0.04706,  0.21176,  0.03922,  0.20392,  0.04706,  0.21176,  0.03922,  0.20392,  0.04706,  0.21176
2152, 423,  0.27344,  0.27344, -0.38647,  1.00, -0.50394, -0.50394,  0.70079,  0.00,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392
2153, 344,  0.32153,  0.32153, -0.30371,  1.00, -0.59055, -0.59055,  0.55118,  0.00,  0.1451,  0.20784,  0.1451,  0.20784,  0.1451,  0.20784,  0.1451,  0.20784,  0.1451,  0.20784,  0.1451,  0.20784,  0.1451,  0.20784,  0.1451,  0.20784,  0.1451,  0.20784,  0.1451,  0.20784,  0.1451,  0.20784,  0.1451,  0.20784
2154, 343,  0.25244,  0.37793, -0.30371,  1.00, -0.46457, -0.69291,  0.55118,  0.00,  0.03922,  0.20392,  0.04706,  0.21176,  0.03922,  0.20392,  0.04706,  0.21176,  0.03922,  0.20392,  0.04706,  0.21176,  0.03922,  0.20392,  0.04706,  0.21176,  0.03922,  0.20392,  0.04706,  0.21176,  0.03922,  0.20392,  0.04706,  0.21176
2155, 424,  0.21472,  0.32153, -0.38647,  1.00, -0.3937, -0.59055,  0.70079,  0.00,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784
2156, 423,  0.27344,  0.27344, -0.38647,  1.00, -0.50394, -0.50394,  0.70079,  0.00,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392
2157, 342,  0.17395,  0.41992, -0.30371,  1.00, -0.32283, -0.77165,  0.55118,  0.00,  0.56863,  0.19216,  0.72157,  0.21176,  0.56863,  0.19216,  0.72157,  0.21176,  0.56863,  0.19216,  0.72157,  0.21176,  0.56863,  0.19216,  0.72157,  0.21176,  0.56863,  0.19216,  0.72157,  0.21176,  0.56863,  0.19216,  0.72157,  0.21176
2158, 424,  0.21472,  0.32153, -0.38647,  1.00, -0.3937, -0.59055,  0.70079,  0.00,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784
2159, 343,  0.25244,  0.37793, -0.30371,  1.00, -0.46457, -0.69291,  0.55118,  0.00,  0.03922,  0.20392,  0.04706,  0.21176,  0.03922,  0.20392,  0.04706,  0.21176,  0.03922,  0.20392,  0.04706,  0.21176,  0.03922,  0.20392,  0.04706,  0.21176,  0.03922,  0.20392,  0.04706,  0.21176,  0.03922,  0.20392,  0.04706,  0.21176
2160, 342,  0.17395,  0.41992, -0.30371,  1.00, -0.32283, -0.77165,  0.55118,  0.00,  0.56863,  0.19216,  0.72157,  0.21176,  0.56863,  0.19216,  0.72157,  0.21176,  0.56863,  0.19216,  0.72157,  0.21176,  0.56863,  0.19216,  0.72157,  0.21176,  0.56863,  0.19216,  0.72157,  0.21176,  0.56863,  0.19216,  0.72157,  0.21176
2161, 425,  0.14795,  0.35718, -0.38647,  1.00, -0.27559, -0.65354,  0.70079,  0.00,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784
2162, 424,  0.21472,  0.32153, -0.38647,  1.00, -0.3937, -0.59055,  0.70079,  0.00,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784
2163, 340,  0.08868,  0.4458, -0.30371,  1.00, -0.16535, -0.8189,  0.55118,  0.00,  0.67843,  0.17647,  0.13333,  0.21569,  0.67843,  0.17647,  0.13333,  0.21569,  0.67843,  0.17647,  0.13333,  0.21569,  0.67843,  0.17647,  0.13333,  0.21569,  0.67843,  0.17647,  0.13333,  0.21569,  0.67843,  0.17647,  0.13333,  0.21569
2164, 425,  0.14795,  0.35718, -0.38647,  1.00, -0.27559, -0.65354,  0.70079,  0.00,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784
2165, 342,  0.17395,  0.41992, -0.30371,  1.00, -0.32283, -0.77165,  0.55118,  0.00,  0.56863,  0.19216,  0.72157,  0.21176,  0.56863,  0.19216,  0.72157,  0.21176,  0.56863,  0.19216,  0.72157,  0.21176,  0.56863,  0.19216,  0.72157,  0.21176,  0.56863,  0.19216,  0.72157,  0.21176,  0.56863,  0.19216,  0.72157,  0.21176
2166, 340,  0.08868,  0.4458, -0.30371,  1.00, -0.16535, -0.8189,  0.55118,  0.00,  0.67843,  0.17647,  0.13333,  0.21569,  0.67843,  0.17647,  0.13333,  0.21569,  0.67843,  0.17647,  0.13333,  0.21569,  0.67843,  0.17647,  0.13333,  0.21569,  0.67843,  0.17647,  0.13333,  0.21569,  0.67843,  0.17647,  0.13333,  0.21569
2167, 426,  0.07544,  0.37915, -0.38647,  1.00, -0.14173, -0.69291,  0.70079,  0.00,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176
2168, 425,  0.14795,  0.35718, -0.38647,  1.00, -0.27559, -0.65354,  0.70079,  0.00,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784
2169, 341,  0.00,  0.45459, -0.30371,  1.00,  0.00, -0.83465,  0.55118,  0.00,  0.00,  0.00,  0.27451,  0.21569,  0.00,  0.00,  0.27451,  0.21569,  0.00,  0.00,  0.27451,  0.21569,  0.00,  0.00,  0.27451,  0.21569,  0.00,  0.00,  0.27451,  0.21569,  0.00,  0.00,  0.27451,  0.21569
2170, 426,  0.07544,  0.37915, -0.38647,  1.00, -0.14173, -0.69291,  0.70079,  0.00,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176
2171, 340,  0.08868,  0.4458, -0.30371,  1.00, -0.16535, -0.8189,  0.55118,  0.00,  0.67843,  0.17647,  0.13333,  0.21569,  0.67843,  0.17647,  0.13333,  0.21569,  0.67843,  0.17647,  0.13333,  0.21569,  0.67843,  0.17647,  0.13333,  0.21569,  0.67843,  0.17647,  0.13333,  0.21569,  0.67843,  0.17647,  0.13333,  0.21569
2172, 341,  0.00,  0.45459, -0.30371,  1.00,  0.00, -0.83465,  0.55118,  0.00,  0.00,  0.00,  0.27451,  0.21569,  0.00,  0.00,  0.27451,  0.21569,  0.00,  0.00,  0.27451,  0.21569,  0.00,  0.00,  0.27451,  0.21569,  0.00,  0.00,  0.27451,  0.21569,  0.00,  0.00,  0.27451,  0.21569
2173, 427,  0.00,  0.38647, -0.38647,  1.00,  0.00, -0.70866,  0.70079,  0.00,  0.00,  0.00,  0.18431,  0.21176,  0.00,  0.00,  0.18431,  0.21176,  0.00,  0.00,  0.18431,  0.21176,  0.00,  0.00,  0.18431,  0.21176,  0.00,  0.00,  0.18431,  0.21176,  0.00,  0.00,  0.18431,  0.21176
2174, 426,  0.07544,  0.37915, -0.38647,  1.00, -0.14173, -0.69291,  0.70079,  0.00,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176
2175, 427,  0.00,  0.38647, -0.38647,  1.00,  0.00, -0.70866,  0.70079,  0.00,  0.00,  0.00,  0.18431,  0.21176,  0.00,  0.00,  0.18431,  0.21176,  0.00,  0.00,  0.18431,  0.21176,  0.00,  0.00,  0.18431,  0.21176,  0.00,  0.00,  0.18431,  0.21176,  0.00,  0.00,  0.18431,  0.21176
2176, 428,  0.05927,  0.29785, -0.45459,  1.00, -0.11024, -0.55118,  0.82677,  0.00,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392
2177, 426,  0.07544,  0.37915, -0.38647,  1.00, -0.14173, -0.69291,  0.70079,  0.00,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176
2178, 427,  0.00,  0.38647, -0.38647,  1.00,  0.00, -0.70866,  0.70079,  0.00,  0.00,  0.00,  0.18431,  0.21176,  0.00,  0.00,  0.18431,  0.21176,  0.00,  0.00,  0.18431,  0.21176,  0.00,  0.00,  0.18431,  0.21176,  0.00,  0.00,  0.18431,  0.21176,  0.00,  0.00,  0.18431,  0.21176
2179, 429,  0.00,  0.30371, -0.45459,  1.00,  0.00, -0.55906,  0.82677,  0.00,  0.00,  0.00,  0.86275,  0.20392,  0.00,  0.00,  0.86275,  0.20392,  0.00,  0.00,  0.86275,  0.20392,  0.00,  0.00,  0.86275,  0.20392,  0.00,  0.00,  0.86275,  0.20392,  0.00,  0.00,  0.86275,  0.20392
2180, 428,  0.05927,  0.29785, -0.45459,  1.00, -0.11024, -0.55118,  0.82677,  0.00,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392
2181, 426,  0.07544,  0.37915, -0.38647,  1.00, -0.14173, -0.69291,  0.70079,  0.00,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176
2182, 428,  0.05927,  0.29785, -0.45459,  1.00, -0.11024, -0.55118,  0.82677,  0.00,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392
2183, 430,  0.11621,  0.28052, -0.45459,  1.00, -0.2126, -0.51969,  0.82677,  0.00,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392
2184, 426,  0.07544,  0.37915, -0.38647,  1.00, -0.14173, -0.69291,  0.70079,  0.00,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176,  0.83137,  0.17255,  0.06667,  0.21176
2185, 430,  0.11621,  0.28052, -0.45459,  1.00, -0.2126, -0.51969,  0.82677,  0.00,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392
2186, 425,  0.14795,  0.35718, -0.38647,  1.00, -0.27559, -0.65354,  0.70079,  0.00,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784
2187, 425,  0.14795,  0.35718, -0.38647,  1.00, -0.27559, -0.65354,  0.70079,  0.00,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784
2188, 430,  0.11621,  0.28052, -0.45459,  1.00, -0.2126, -0.51969,  0.82677,  0.00,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392
2189, 431,  0.1687,  0.25244, -0.45459,  1.00, -0.30709, -0.46457,  0.82677,  0.00,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392
2190, 425,  0.14795,  0.35718, -0.38647,  1.00, -0.27559, -0.65354,  0.70079,  0.00,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784
2191, 431,  0.1687,  0.25244, -0.45459,  1.00, -0.30709, -0.46457,  0.82677,  0.00,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392
2192, 424,  0.21472,  0.32153, -0.38647,  1.00, -0.3937, -0.59055,  0.70079,  0.00,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784
2193, 424,  0.21472,  0.32153, -0.38647,  1.00, -0.3937, -0.59055,  0.70079,  0.00,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784
2194, 431,  0.1687,  0.25244, -0.45459,  1.00, -0.30709, -0.46457,  0.82677,  0.00,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392
2195, 432,  0.21472,  0.21472, -0.45459,  1.00, -0.3937, -0.3937,  0.82677,  0.00,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608
2196, 424,  0.21472,  0.32153, -0.38647,  1.00, -0.3937, -0.59055,  0.70079,  0.00,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784
2197, 432,  0.21472,  0.21472, -0.45459,  1.00, -0.3937, -0.3937,  0.82677,  0.00,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608
2198, 423,  0.27344,  0.27344, -0.38647,  1.00, -0.50394, -0.50394,  0.70079,  0.00,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392
2199, 423,  0.27344,  0.27344, -0.38647,  1.00, -0.50394, -0.50394,  0.70079,  0.00,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392
2200, 432,  0.21472,  0.21472, -0.45459,  1.00, -0.3937, -0.3937,  0.82677,  0.00,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608,  0.87451,  0.19608
2201, 433,  0.25244,  0.1687, -0.45459,  1.00, -0.46457, -0.30709,  0.82677,  0.00,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216
2202, 423,  0.27344,  0.27344, -0.38647,  1.00, -0.50394, -0.50394,  0.70079,  0.00,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392,  0.37647,  0.20392
2203, 433,  0.25244,  0.1687, -0.45459,  1.00, -0.46457, -0.30709,  0.82677,  0.00,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216
2204, 422,  0.32153,  0.21472, -0.38647,  1.00, -0.59055, -0.3937,  0.70079,  0.00,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608
2205, 422,  0.32153,  0.21472, -0.38647,  1.00, -0.59055, -0.3937,  0.70079,  0.00,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608
2206, 433,  0.25244,  0.1687, -0.45459,  1.00, -0.46457, -0.30709,  0.82677,  0.00,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216,  0.03922,  0.20392,  0.40,  0.19216
2207, 434,  0.28052,  0.11621, -0.45459,  1.00, -0.51969, -0.2126,  0.82677,  0.00,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431
2208, 422,  0.32153,  0.21472, -0.38647,  1.00, -0.59055, -0.3937,  0.70079,  0.00,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608,  0.1451,  0.20784,  0.87451,  0.19608
2209, 434,  0.28052,  0.11621, -0.45459,  1.00, -0.51969, -0.2126,  0.82677,  0.00,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431
2210, 421,  0.35718,  0.14795, -0.38647,  1.00, -0.65354, -0.27559,  0.70079,  0.00,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824
2211, 421,  0.35718,  0.14795, -0.38647,  1.00, -0.65354, -0.27559,  0.70079,  0.00,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824
2212, 434,  0.28052,  0.11621, -0.45459,  1.00, -0.51969, -0.2126,  0.82677,  0.00,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431,  0.4902,  0.20392,  0.43922,  0.18431
2213, 435,  0.29785,  0.05927, -0.45459,  1.00, -0.55118, -0.11024,  0.82677,  0.00,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863
2214, 421,  0.35718,  0.14795, -0.38647,  1.00, -0.65354, -0.27559,  0.70079,  0.00,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824,  0.71765,  0.20784,  0.73725,  0.18824
2215, 435,  0.29785,  0.05927, -0.45459,  1.00, -0.55118, -0.11024,  0.82677,  0.00,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863,  0.76863,  0.20392,  0.58824,  0.16863
