VTX, IDX, POSITION.x, POSITION.y, POSITION.z, POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w
2316,445,-3.58E-07,-0.38647,-0.38647,1,0,0.70866,0.70079,0,1,1,1,1,0.5,0.25,0.50146,0.23779,0.50146,0.23779,-1,0,0,1
2317,451,-2.98E-07,-0.30371,-0.45459,1,0,0.55906,0.82677,0,1,1,1,1,0.5,0.1875,0.50146,0.29395,0.50146,0.29395,-1,0,0,1
2318,453,-0.05927,-0.29785,-0.45459,1,0.11024,0.55118,0.82677,0,1,1,1,1,0.53125,0.1875,0.5415,0.29785,0.5415,0.29785,-0.98425,0.19685,0,1
2319,445,-3.58E-07,-0.38647,-0.38647,1,0,0.70866,0.70079,0,1,1,1,1,0.5,0.25,0.50146,0.23779,0.50146,0.23779,-1,0,0,1
2320,453,-0.05927,-0.29785,-0.45459,1,0.11024,0.55118,0.82677,0,1,1,1,1,0.53125,0.1875,0.5415,0.29785,0.5415,0.29785,-0.98425,0.19685,0,1
2321,446,-0.07544,-0.37915,-0.38647,1,0.14173,0.69291,0.70079,0,1,1,1,1,0.53125,0.25,0.55273,0.2428,0.55273,0.2428,-0.98425,0.19685,0,1
2322,446,-0.07544,-0.37915,-0.38647,1,0.14173,0.69291,0.70079,0,1,1,1,1,0.53125,0.25,0.55273,0.2428,0.55273,0.2428,-0.98425,0.19685,0,1
2323,453,-0.05927,-0.29785,-0.45459,1,0.11024,0.55118,0.82677,0,1,1,1,1,0.53125,0.1875,0.5415,0.29785,0.5415,0.29785,-0.98425,0.19685,0,1
2324,454,-0.11621,-0.28052,-0.45459,1,0.2126,0.51969,0.82677,0,1,1,1,1,0.5625,0.1875,0.58008,0.30957,0.58008,0.30957,-0.92126,0.38583,0,1
2325,446,-0.07544,-0.37915,-0.38647,1,0.14173,0.69291,0.70079,0,1,1,1,1,0.53125,0.25,0.55273,0.2428,0.55273,0.2428,-0.98425,0.19685,0,1
2326,454,-0.11621,-0.28052,-0.45459,1,0.2126,0.51969,0.82677,0,1,1,1,1,0.5625,0.1875,0.58008,0.30957,0.58008,0.30957,-0.92126,0.38583,0,1
2327,447,-0.14795,-0.35718,-0.38647,1,0.27559,0.65354,0.70079,0,1,1,1,1,0.5625,0.25,0.60156,0.25781,0.60156,0.25781,-0.92126,0.38583,0,1
2328,447,-0.14795,-0.35718,-0.38647,1,0.27559,0.65354,0.70079,0,1,1,1,1,0.5625,0.25,0.60156,0.25781,0.60156,0.25781,-0.92126,0.38583,0,1
2329,454,-0.11621,-0.28052,-0.45459,1,0.2126,0.51969,0.82677,0,1,1,1,1,0.5625,0.1875,0.58008,0.30957,0.58008,0.30957,-0.92126,0.38583,0,1
2330,455,-0.1687,-0.25244,-0.45459,1,0.30709,0.46457,0.82677,0,1,1,1,1,0.59375,0.1875,0.61572,0.32861,0.61572,0.32861,-0.83465,0.55906,0,1
2331,447,-0.14795,-0.35718,-0.38647,1,0.27559,0.65354,0.70079,0,1,1,1,1,0.5625,0.25,0.60156,0.25781,0.60156,0.25781,-0.92126,0.38583,0,1
2332,455,-0.1687,-0.25244,-0.45459,1,0.30709,0.46457,0.82677,0,1,1,1,1,0.59375,0.1875,0.61572,0.32861,0.61572,0.32861,-0.83465,0.55906,0,1
2333,448,-0.21472,-0.32153,-0.38647,1,0.3937,0.59055,0.70079,0,1,1,1,1,0.59375,0.25,0.64697,0.28198,0.64697,0.28198,-0.83465,0.55906,0,1
2334,448,-0.21472,-0.32153,-0.38647,1,0.3937,0.59055,0.70079,0,1,1,1,1,0.59375,0.25,0.64697,0.28198,0.64697,0.28198,-0.83465,0.55906,0,1
2335,455,-0.1687,-0.25244,-0.45459,1,0.30709,0.46457,0.82677,0,1,1,1,1,0.59375,0.1875,0.61572,0.32861,0.61572,0.32861,-0.83465,0.55906,0,1
2336,456,-0.21472,-0.21472,-0.45459,1,0.3937,0.3937,0.82677,0,1,1,1,1,0.625,0.1875,0.64697,0.35425,0.64697,0.35425,-0.70866,0.70866,0,1
2337,448,-0.21472,-0.32153,-0.38647,1,0.3937,0.59055,0.70079,0,1,1,1,1,0.59375,0.25,0.64697,0.28198,0.64697,0.28198,-0.83465,0.55906,0,1
2338,456,-0.21472,-0.21472,-0.45459,1,0.3937,0.3937,0.82677,0,1,1,1,1,0.625,0.1875,0.64697,0.35425,0.64697,0.35425,-0.70866,0.70866,0,1
2339,449,-0.27344,-0.27344,-0.38647,1,0.50394,0.50394,0.70079,0,1,1,1,1,0.625,0.25,0.68701,0.31445,0.68701,0.31445,-0.70866,0.70866,0,1
2340,449,-0.27344,-0.27344,-0.38647,1,0.50394,0.50394,0.70079,0,1,1,1,1,0.625,0.25,0.68701,0.31445,0.68701,0.31445,-0.70866,0.70866,0,1
2341,456,-0.21472,-0.21472,-0.45459,1,0.3937,0.3937,0.82677,0,1,1,1,1,0.625,0.1875,0.64697,0.35425,0.64697,0.35425,-0.70866,0.70866,0,1
2342,457,-0.25244,-0.1687,-0.45459,1,0.46457,0.30709,0.82677,0,1,1,1,1,0.65625,0.1875,0.67285,0.3855,0.67285,0.3855,-0.55906,0.83465,0,1
2343,449,-0.27344,-0.27344,-0.38647,1,0.50394,0.50394,0.70079,0,1,1,1,1,0.625,0.25,0.68701,0.31445,0.68701,0.31445,-0.70866,0.70866,0,1
2344,457,-0.25244,-0.1687,-0.45459,1,0.46457,0.30709,0.82677,0,1,1,1,1,0.65625,0.1875,0.67285,0.3855,0.67285,0.3855,-0.55906,0.83465,0,1
2345,450,-0.32153,-0.21472,-0.38647,1,0.59055,0.3937,0.70079,0,1,1,1,1,0.65625,0.25,0.71924,0.35425,0.71924,0.35425,-0.55906,0.83465,0,1
2346,450,-0.32153,-0.21472,-0.38647,1,0.59055,0.3937,0.70079,0,1,1,1,1,0.65625,0.25,0.71924,0.35425,0.71924,0.35425,-0.55906,0.83465,0,1
2347,457,-0.25244,-0.1687,-0.45459,1,0.46457,0.30709,0.82677,0,1,1,1,1,0.65625,0.1875,0.67285,0.3855,0.67285,0.3855,-0.55906,0.83465,0,1
2348,458,-0.28052,-0.11621,-0.45459,1,0.51969,0.2126,0.82677,0,1,1,1,1,0.6875,0.1875,0.69189,0.42114,0.69189,0.42114,-0.38583,0.92126,0,1
2349,450,-0.32153,-0.21472,-0.38647,1,0.59055,0.3937,0.70079,0,1,1,1,1,0.65625,0.25,0.71924,0.35425,0.71924,0.35425,-0.55906,0.83465,0,1
2350,458,-0.28052,-0.11621,-0.45459,1,0.51969,0.2126,0.82677,0,1,1,1,1,0.6875,0.1875,0.69189,0.42114,0.69189,0.42114,-0.38583,0.92126,0,1
2351,404,-0.35718,-0.14795,-0.38647,1,0.65354,0.27559,0.70079,0,1,1,1,1,0.6875,0.25,0.74365,0.39966,0.74365,0.39966,-0.38583,0.92126,0,1
2352,404,-0.35718,-0.14795,-0.38647,1,0.65354,0.27559,0.70079,0,1,1,1,1,0.6875,0.25,0.74365,0.39966,0.74365,0.39966,-0.38583,0.92126,0,1
2353,458,-0.28052,-0.11621,-0.45459,1,0.51969,0.2126,0.82677,0,1,1,1,1,0.6875,0.1875,0.69189,0.42114,0.69189,0.42114,-0.38583,0.92126,0,1
2354,459,-0.29785,-0.05927,-0.45459,1,0.55118,0.11024,0.82677,0,1,1,1,1,0.71875,0.1875,0.70361,0.45972,0.70361,0.45972,-0.19685,0.98425,0,1
2355,404,-0.35718,-0.14795,-0.38647,1,0.65354,0.27559,0.70079,0,1,1,1,1,0.6875,0.25,0.74365,0.39966,0.74365,0.39966,-0.38583,0.92126,0,1
2356,459,-0.29785,-0.05927,-0.45459,1,0.55118,0.11024,0.82677,0,1,1,1,1,0.71875,0.1875,0.70361,0.45972,0.70361,0.45972,-0.19685,0.98425,0,1
2357,403,-0.37915,-0.07544,-0.38647,1,0.69291,0.14173,0.70079,0,1,1,1,1,0.71875,0.25,0.75879,0.44873,0.75879,0.44873,-0.19685,0.98425,0,1
2358,403,-0.37915,-0.07544,-0.38647,1,0.69291,0.14173,0.70079,0,1,1,1,1,0.71875,0.25,0.75879,0.44873,0.75879,0.44873,-0.19685,0.98425,0,1
2359,459,-0.29785,-0.05927,-0.45459,1,0.55118,0.11024,0.82677,0,1,1,1,1,0.71875,0.1875,0.70361,0.45972,0.70361,0.45972,-0.19685,0.98425,0,1
2360,402,-0.30371,4.77E-07,-0.45459,1,0.55906,0,0.82677,0,1,1,1,1,0.75,0.1875,0.70752,0.5,0.70752,0.5,0,1,0,1
2361,452,0.05927,-0.29785,-0.45459,1,-0.11024,0.55118,0.82677,0,1,1,1,1,0.46875,0.1875,0.46118,0.29785,0.46118,0.29785,-0.98425,-0.19685,0,1
2362,460,-1.79E-07,-0.20923,-0.50488,1,0,0.38583,0.92126,0,1,1,1,1,0.5,0.125,0.50146,0.35815,0.50146,0.35815,-1,0,0,1
2363,451,-2.98E-07,-0.30371,-0.45459,1,0,0.55906,0.82677,0,1,1,1,1,0.5,0.1875,0.50146,0.29395,0.50146,0.29395,-1,0,0,1
2364,452,0.05927,-0.29785,-0.45459,1,-0.11024,0.55118,0.82677,0,1,1,1,1,0.46875,0.1875,0.46118,0.29785,0.46118,0.29785,-0.98425,-0.19685,0,1
2365,461,0.0408,-0.2052,-0.50488,1,-0.07874,0.37795,0.92126,0,1,1,1,1,0.46875,0.125,0.47363,0.36084,0.47363,0.36084,-0.98425,-0.19685,0,1
2366,460,-1.79E-07,-0.20923,-0.50488,1,0,0.38583,0.92126,0,1,1,1,1,0.5,0.125,0.50146,0.35815,0.50146,0.35815,-1,0,0,1
2367,462,0.11621,-0.28052,-0.45459,1,-0.2126,0.51969,0.82677,0,1,1,1,1,0.4375,0.1875,0.42261,0.30957,0.42261,0.30957,-0.92126,-0.38583,0,1
2368,461,0.0408,-0.2052,-0.50488,1,-0.07874,0.37795,0.92126,0,1,1,1,1,0.46875,0.125,0.47363,0.36084,0.47363,0.36084,-0.98425,-0.19685,0,1
2369,452,0.05927,-0.29785,-0.45459,1,-0.11024,0.55118,0.82677,0,1,1,1,1,0.46875,0.1875,0.46118,0.29785,0.46118,0.29785,-0.98425,-0.19685,0,1
2370,443,0.14795,-0.35718,-0.38647,1,-0.27559,0.65354,0.70079,0,1,1,1,1,0.4375,0.25,0.40112,0.25781,0.40112,0.25781,-0.92126,-0.38583,0,1
2371,462,0.11621,-0.28052,-0.45459,1,-0.2126,0.51969,0.82677,0,1,1,1,1,0.4375,0.1875,0.42261,0.30957,0.42261,0.30957,-0.92126,-0.38583,0,1
2372,452,0.05927,-0.29785,-0.45459,1,-0.11024,0.55118,0.82677,0,1,1,1,1,0.46875,0.1875,0.46118,0.29785,0.46118,0.29785,-0.98425,-0.19685,0,1
2373,442,0.21472,-0.32153,-0.38647,1,-0.3937,0.59055,0.70079,0,1,1,1,1,0.40625,0.25,0.35571,0.28198,0.35571,0.28198,-0.83465,-0.55906,0,1
2374,462,0.11621,-0.28052,-0.45459,1,-0.2126,0.51969,0.82677,0,1,1,1,1,0.4375,0.1875,0.42261,0.30957,0.42261,0.30957,-0.92126,-0.38583,0,1
2375,443,0.14795,-0.35718,-0.38647,1,-0.27559,0.65354,0.70079,0,1,1,1,1,0.4375,0.25,0.40112,0.25781,0.40112,0.25781,-0.92126,-0.38583,0,1
2376,442,0.21472,-0.32153,-0.38647,1,-0.3937,0.59055,0.70079,0,1,1,1,1,0.40625,0.25,0.35571,0.28198,0.35571,0.28198,-0.83465,-0.55906,0,1
2377,463,0.1687,-0.25244,-0.45459,1,-0.30709,0.46457,0.82677,0,1,1,1,1,0.40625,0.1875,0.38696,0.32861,0.38696,0.32861,-0.83465,-0.55906,0,1
2378,462,0.11621,-0.28052,-0.45459,1,-0.2126,0.51969,0.82677,0,1,1,1,1,0.4375,0.1875,0.42261,0.30957,0.42261,0.30957,-0.92126,-0.38583,0,1
2379,441,0.27344,-0.27344,-0.38647,1,-0.50394,0.50394,0.70079,0,1,1,1,1,0.375,0.25,0.31592,0.31445,0.31592,0.31445,-0.70866,-0.70866,0,1
2380,463,0.1687,-0.25244,-0.45459,1,-0.30709,0.46457,0.82677,0,1,1,1,1,0.40625,0.1875,0.38696,0.32861,0.38696,0.32861,-0.83465,-0.55906,0,1
2381,442,0.21472,-0.32153,-0.38647,1,-0.3937,0.59055,0.70079,0,1,1,1,1,0.40625,0.25,0.35571,0.28198,0.35571,0.28198,-0.83465,-0.55906,0,1
2382,441,0.27344,-0.27344,-0.38647,1,-0.50394,0.50394,0.70079,0,1,1,1,1,0.375,0.25,0.31592,0.31445,0.31592,0.31445,-0.70866,-0.70866,0,1
2383,464,0.21472,-0.21472,-0.45459,1,-0.3937,0.3937,0.82677,0,1,1,1,1,0.375,0.1875,0.35571,0.35425,0.35571,0.35425,-0.70866,-0.70866,0,1
2384,463,0.1687,-0.25244,-0.45459,1,-0.30709,0.46457,0.82677,0,1,1,1,1,0.40625,0.1875,0.38696,0.32861,0.38696,0.32861,-0.83465,-0.55906,0,1
2385,440,0.32153,-0.21472,-0.38647,1,-0.59055,0.3937,0.70079,0,1,1,1,1,0.34375,0.25,0.28345,0.35425,0.28345,0.35425,-0.55906,-0.83465,0,1
2386,464,0.21472,-0.21472,-0.45459,1,-0.3937,0.3937,0.82677,0,1,1,1,1,0.375,0.1875,0.35571,0.35425,0.35571,0.35425,-0.70866,-0.70866,0,1
2387,441,0.27344,-0.27344,-0.38647,1,-0.50394,0.50394,0.70079,0,1,1,1,1,0.375,0.25,0.31592,0.31445,0.31592,0.31445,-0.70866,-0.70866,0,1
2388,440,0.32153,-0.21472,-0.38647,1,-0.59055,0.3937,0.70079,0,1,1,1,1,0.34375,0.25,0.28345,0.35425,0.28345,0.35425,-0.55906,-0.83465,0,1
2389,439,0.25244,-0.1687,-0.45459,1,-0.46457,0.30709,0.82677,0,1,1,1,1,0.34375,0.1875,0.33008,0.3855,0.33008,0.3855,-0.55906,-0.83465,0,1
2390,464,0.21472,-0.21472,-0.45459,1,-0.3937,0.3937,0.82677,0,1,1,1,1,0.375,0.1875,0.35571,0.35425,0.35571,0.35425,-0.70866,-0.70866,0,1
2391,439,0.25244,-0.1687,-0.45459,1,-0.46457,0.30709,0.82677,0,1,1,1,1,0.34375,0.1875,0.33008,0.3855,0.33008,0.3855,-0.55906,-0.83465,0,1
2392,465,0.14795,-0.14795,-0.50488,1,-0.27559,0.27559,0.92126,0,1,1,1,1,0.375,0.125,0.40112,0.39966,0.40112,0.39966,-0.70866,-0.70866,0,1
2393,464,0.21472,-0.21472,-0.45459,1,-0.3937,0.3937,0.82677,0,1,1,1,1,0.375,0.1875,0.35571,0.35425,0.35571,0.35425,-0.70866,-0.70866,0,1
2394,439,0.25244,-0.1687,-0.45459,1,-0.46457,0.30709,0.82677,0,1,1,1,1,0.34375,0.1875,0.33008,0.3855,0.33008,0.3855,-0.55906,-0.83465,0,1
2395,466,0.17395,-0.11621,-0.50488,1,-0.32283,0.2126,0.92126,0,1,1,1,1,0.34375,0.125,0.3833,0.42114,0.3833,0.42114,-0.55906,-0.83465,0,1
2396,465,0.14795,-0.14795,-0.50488,1,-0.27559,0.27559,0.92126,0,1,1,1,1,0.375,0.125,0.40112,0.39966,0.40112,0.39966,-0.70866,-0.70866,0,1
2397,438,0.28052,-0.11621,-0.45459,1,-0.51969,0.2126,0.82677,0,1,1,1,1,0.3125,0.1875,0.31104,0.42114,0.31104,0.42114,-0.38583,-0.92126,0,1
2398,466,0.17395,-0.11621,-0.50488,1,-0.32283,0.2126,0.92126,0,1,1,1,1,0.34375,0.125,0.3833,0.42114,0.3833,0.42114,-0.55906,-0.83465,0,1
2399,439,0.25244,-0.1687,-0.45459,1,-0.46457,0.30709,0.82677,0,1,1,1,1,0.34375,0.1875,0.33008,0.3855,0.33008,0.3855,-0.55906,-0.83465,0,1
2400,438,0.28052,-0.11621,-0.45459,1,-0.51969,0.2126,0.82677,0,1,1,1,1,0.3125,0.1875,0.31104,0.42114,0.31104,0.42114,-0.38583,-0.92126,0,1
2401,467,0.19324,-0.08008,-0.50488,1,-0.3622,0.14961,0.92126,0,1,1,1,1,0.3125,0.125,0.37036,0.4458,0.37036,0.4458,-0.38583,-0.92126,0,1
2402,466,0.17395,-0.11621,-0.50488,1,-0.32283,0.2126,0.92126,0,1,1,1,1,0.34375,0.125,0.3833,0.42114,0.3833,0.42114,-0.55906,-0.83465,0,1
2403,437,0.29785,-0.05927,-0.45459,1,-0.55118,0.11024,0.82677,0,1,1,1,1,0.28125,0.1875,0.29932,0.45972,0.29932,0.45972,-0.19685,-0.98425,0,1
2404,467,0.19324,-0.08008,-0.50488,1,-0.3622,0.14961,0.92126,0,1,1,1,1,0.3125,0.125,0.37036,0.4458,0.37036,0.4458,-0.38583,-0.92126,0,1
2405,438,0.28052,-0.11621,-0.45459,1,-0.51969,0.2126,0.82677,0,1,1,1,1,0.3125,0.1875,0.31104,0.42114,0.31104,0.42114,-0.38583,-0.92126,0,1
2406,437,0.29785,-0.05927,-0.45459,1,-0.55118,0.11024,0.82677,0,1,1,1,1,0.28125,0.1875,0.29932,0.45972,0.29932,0.45972,-0.19685,-0.98425,0,1
2407,468,0.2052,-0.0408,-0.50488,1,-0.37795,0.07874,0.92126,0,1,1,1,1,0.28125,0.125,0.3623,0.47241,0.3623,0.47241,-0.19685,-0.98425,0,1
2408,467,0.19324,-0.08008,-0.50488,1,-0.3622,0.14961,0.92126,0,1,1,1,1,0.3125,0.125,0.37036,0.4458,0.37036,0.4458,-0.38583,-0.92126,0,1
2409,436,0.30371,-1.19E-07,-0.45459,1,-0.55906,0,0.82677,0,1,1,1,1,0.25,0.1875,0.29541,0.5,0.29541,0.5,0,-1,0,1
2410,468,0.2052,-0.0408,-0.50488,1,-0.37795,0.07874,0.92126,0,1,1,1,1,0.28125,0.125,0.3623,0.47241,0.3623,0.47241,-0.19685,-0.98425,0,1
2411,437,0.29785,-0.05927,-0.45459,1,-0.55118,0.11024,0.82677,0,1,1,1,1,0.28125,0.1875,0.29932,0.45972,0.29932,0.45972,-0.19685,-0.98425,0,1
2412,436,0.30371,-1.19E-07,-0.45459,1,-0.55906,0,0.82677,0,1,1,1,1,0.25,0.1875,0.29541,0.5,0.29541,0.5,0,-1,0,1
2413,469,0.20923,-5.96E-08,-0.50488,1,-0.38583,0,0.92126,0,1,1,1,1,0.25,0.125,0.35938,0.5,0.35938,0.5,0,-1,0,1
2414,468,0.2052,-0.0408,-0.50488,1,-0.37795,0.07874,0.92126,0,1,1,1,1,0.28125,0.125,0.3623,0.47241,0.3623,0.47241,-0.19685,-0.98425,0,1
2415,435,0.29785,0.05927,-0.45459,1,-0.55118,-0.11024,0.82677,0,1,1,1,1,0.21875,0.1875,0.29932,0.54004,0.29932,0.54004,0.19685,-0.98425,0,1
2416,469,0.20923,-5.96E-08,-0.50488,1,-0.38583,0,0.92126,0,1,1,1,1,0.25,0.125,0.35938,0.5,0.35938,0.5,0,-1,0,1
2417,436,0.30371,-1.19E-07,-0.45459,1,-0.55906,0,0.82677,0,1,1,1,1,0.25,0.1875,0.29541,0.5,0.29541,0.5,0,-1,0,1
2418,435,0.29785,0.05927,-0.45459,1,-0.55118,-0.11024,0.82677,0,1,1,1,1,0.21875,0.1875,0.29932,0.54004,0.29932,0.54004,0.19685,-0.98425,0,1
2419,470,0.2052,0.0408,-0.50488,1,-0.37795,-0.07874,0.92126,0,1,1,1,1,0.21875,0.125,0.3623,0.52783,0.3623,0.52783,0.19685,-0.98425,0,1
2420,469,0.20923,-5.96E-08,-0.50488,1,-0.38583,0,0.92126,0,1,1,1,1,0.25,0.125,0.35938,0.5,0.35938,0.5,0,-1,0,1
2421,434,0.28052,0.11621,-0.45459,1,-0.51969,-0.2126,0.82677,0,1,1,1,1,0.1875,0.1875,0.31104,0.57861,0.31104,0.57861,0.38583,-0.92126,0,1
2422,470,0.2052,0.0408,-0.50488,1,-0.37795,-0.07874,0.92126,0,1,1,1,1,0.21875,0.125,0.3623,0.52783,0.3623,0.52783,0.19685,-0.98425,0,1
2423,435,0.29785,0.05927,-0.45459,1,-0.55118,-0.11024,0.82677,0,1,1,1,1,0.21875,0.1875,0.29932,0.54004,0.29932,0.54004,0.19685,-0.98425,0,1
2424,434,0.28052,0.11621,-0.45459,1,-0.51969,-0.2126,0.82677,0,1,1,1,1,0.1875,0.1875,0.31104,0.57861,0.31104,0.57861,0.38583,-0.92126,0,1
2425,471,0.19324,0.08008,-0.50488,1,-0.3622,-0.14961,0.92126,0,1,1,1,1,0.1875,0.125,0.37036,0.5542,0.37036,0.5542,0.38583,-0.92126,0,1
2426,470,0.2052,0.0408,-0.50488,1,-0.37795,-0.07874,0.92126,0,1,1,1,1,0.21875,0.125,0.3623,0.52783,0.3623,0.52783,0.19685,-0.98425,0,1
2427,433,0.25244,0.1687,-0.45459,1,-0.46457,-0.30709,0.82677,0,1,1,1,1,0.15625,0.1875,0.33008,0.61426,0.33008,0.61426,0.55906,-0.83465,0,1
2428,471,0.19324,0.08008,-0.50488,1,-0.3622,-0.14961,0.92126,0,1,1,1,1,0.1875,0.125,0.37036,0.5542,0.37036,0.5542,0.38583,-0.92126,0,1
2429,434,0.28052,0.11621,-0.45459,1,-0.51969,-0.2126,0.82677,0,1,1,1,1,0.1875,0.1875,0.31104,0.57861,0.31104,0.57861,0.38583,-0.92126,0,1
2430,433,0.25244,0.1687,-0.45459,1,-0.46457,-0.30709,0.82677,0,1,1,1,1,0.15625,0.1875,0.33008,0.61426,0.33008,0.61426,0.55906,-0.83465,0,1
2431,472,0.17395,0.11621,-0.50488,1,-0.32283,-0.2126,0.92126,0,1,1,1,1,0.15625,0.125,0.3833,0.57861,0.3833,0.57861,0.55906,-0.83465,0,1
2432,471,0.19324,0.08008,-0.50488,1,-0.3622,-0.14961,0.92126,0,1,1,1,1,0.1875,0.125,0.37036,0.5542,0.37036,0.5542,0.38583,-0.92126,0,1
2433,432,0.21472,0.21472,-0.45459,1,-0.3937,-0.3937,0.82677,0,1,1,1,1,0.125,0.1875,0.35571,0.64551,0.35571,0.64551,0.70866,-0.70866,0,1
2434,472,0.17395,0.11621,-0.50488,1,-0.32283,-0.2126,0.92126,0,1,1,1,1,0.15625,0.125,0.3833,0.57861,0.3833,0.57861,0.55906,-0.83465,0,1
2435,433,0.25244,0.1687,-0.45459,1,-0.46457,-0.30709,0.82677,0,1,1,1,1,0.15625,0.1875,0.33008,0.61426,0.33008,0.61426,0.55906,-0.83465,0,1
2436,432,0.21472,0.21472,-0.45459,1,-0.3937,-0.3937,0.82677,0,1,1,1,1,0.125,0.1875,0.35571,0.64551,0.35571,0.64551,0.70866,-0.70866,0,1
2437,473,0.14795,0.14795,-0.50488,1,-0.27559,-0.27559,0.92126,0,1,1,1,1,0.125,0.125,0.40112,0.60059,0.40112,0.60059,0.70866,-0.70866,0,1
2438,472,0.17395,0.11621,-0.50488,1,-0.32283,-0.2126,0.92126,0,1,1,1,1,0.15625,0.125,0.3833,0.57861,0.3833,0.57861,0.55906,-0.83465,0,1
2439,431,0.1687,0.25244,-0.45459,1,-0.30709,-0.46457,0.82677,0,1,1,1,1,0.09375,0.1875,0.38696,0.67139,0.38696,0.67139,0.83465,-0.55906,0,1
2440,473,0.14795,0.14795,-0.50488,1,-0.27559,-0.27559,0.92126,0,1,1,1,1,0.125,0.125,0.40112,0.60059,0.40112,0.60059,0.70866,-0.70866,0,1
2441,432,0.21472,0.21472,-0.45459,1,-0.3937,-0.3937,0.82677,0,1,1,1,1,0.125,0.1875,0.35571,0.64551,0.35571,0.64551,0.70866,-0.70866,0,1
2442,431,0.1687,0.25244,-0.45459,1,-0.30709,-0.46457,0.82677,0,1,1,1,1,0.09375,0.1875,0.38696,0.67139,0.38696,0.67139,0.83465,-0.55906,0,1
2443,474,0.11621,0.17395,-0.50488,1,-0.2126,-0.32283,0.92126,0,1,1,1,1,0.09375,0.125,0.42261,0.61816,0.42261,0.61816,0.83465,-0.55906,0,1
2444,473,0.14795,0.14795,-0.50488,1,-0.27559,-0.27559,0.92126,0,1,1,1,1,0.125,0.125,0.40112,0.60059,0.40112,0.60059,0.70866,-0.70866,0,1
2445,430,0.11621,0.28052,-0.45459,1,-0.2126,-0.51969,0.82677,0,1,1,1,1,0.0625,0.1875,0.42261,0.69043,0.42261,0.69043,0.92126,-0.38583,0,1
2446,474,0.11621,0.17395,-0.50488,1,-0.2126,-0.32283,0.92126,0,1,1,1,1,0.09375,0.125,0.42261,0.61816,0.42261,0.61816,0.83465,-0.55906,0,1
2447,431,0.1687,0.25244,-0.45459,1,-0.30709,-0.46457,0.82677,0,1,1,1,1,0.09375,0.1875,0.38696,0.67139,0.38696,0.67139,0.83465,-0.55906,0,1
2448,430,0.11621,0.28052,-0.45459,1,-0.2126,-0.51969,0.82677,0,1,1,1,1,0.0625,0.1875,0.42261,0.69043,0.42261,0.69043,0.92126,-0.38583,0,1
2449,475,0.08008,0.19324,-0.50488,1,-0.14961,-0.3622,0.92126,0,1,1,1,1,0.0625,0.125,0.44702,0.63135,0.44702,0.63135,0.92126,-0.38583,0,1
2450,474,0.11621,0.17395,-0.50488,1,-0.2126,-0.32283,0.92126,0,1,1,1,1,0.09375,0.125,0.42261,0.61816,0.42261,0.61816,0.83465,-0.55906,0,1
2451,428,0.05927,0.29785,-0.45459,1,-0.11024,-0.55118,0.82677,0,1,1,1,1,0.03125,0.1875,0.46118,0.70215,0.46118,0.70215,0.98425,-0.19685,0,1
2452,475,0.08008,0.19324,-0.50488,1,-0.14961,-0.3622,0.92126,0,1,1,1,1,0.0625,0.125,0.44702,0.63135,0.44702,0.63135,0.92126,-0.38583,0,1
2453,430,0.11621,0.28052,-0.45459,1,-0.2126,-0.51969,0.82677,0,1,1,1,1,0.0625,0.1875,0.42261,0.69043,0.42261,0.69043,0.92126,-0.38583,0,1
2454,428,0.05927,0.29785,-0.45459,1,-0.11024,-0.55118,0.82677,0,1,1,1,1,0.03125,0.1875,0.46118,0.70215,0.46118,0.70215,0.98425,-0.19685,0,1
2455,476,0.0408,0.2052,-0.50488,1,-0.07874,-0.37795,0.92126,0,1,1,1,1,0.03125,0.125,0.47363,0.63916,0.47363,0.63916,0.98425,-0.19685,0,1
2456,475,0.08008,0.19324,-0.50488,1,-0.14961,-0.3622,0.92126,0,1,1,1,1,0.0625,0.125,0.44702,0.63135,0.44702,0.63135,0.92126,-0.38583,0,1
2457,429,0,0.30371,-0.45459,1,0,-0.55906,0.82677,0,1,1,1,1,0,0.1875,0.50146,0.70605,0.50146,0.70605,1,-0.07087,-0.04724,1
2458,476,0.0408,0.2052,-0.50488,1,-0.07874,-0.37795,0.92126,0,1,1,1,1,0.03125,0.125,0.47363,0.63916,0.47363,0.63916,0.98425,-0.19685,0,1
2459,428,0.05927,0.29785,-0.45459,1,-0.11024,-0.55118,0.82677,0,1,1,1,1,0.03125,0.1875,0.46118,0.70215,0.46118,0.70215,0.98425,-0.19685,0,1
2460,429,0,0.30371,-0.45459,1,0,-0.55906,0.82677,0,1,1,1,1,0,0.1875,0.50146,0.70605,0.50146,0.70605,1,-0.07087,-0.04724,1
2461,477,0,0.20923,-0.50488,1,0,-0.38583,0.92126,0,1,1,1,1,0,0.125,0.50146,0.64209,0.50146,0.64209,0.99213,-0.08661,-0.0315,1
2462,476,0.0408,0.2052,-0.50488,1,-0.07874,-0.37795,0.92126,0,1,1,1,1,0.03125,0.125,0.47363,0.63916,0.47363,0.63916,0.98425,-0.19685,0,1
